"","x"
"255","RT @GOPWhip: Speaker Pelosi &amp; Dem majority have blocked over $120 billion in #YouCut spending cuts offered by House GOP #namesomethingawful"
"256","About to go on @FoxBusiness to talk """"tax cut"""" package and bloated spending bill on @TheWillisReport"
"257","Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"258","Second slate unveiled for #YouCut -which federal spending program do you want to see cut? #YouCut lets you decide http://bit.ly/cNEFed #tcot"
"259","#YouCut - New effort by @GOPWhip lets you vote for spending cuts: http://bit.ly/b5qeUj  Each week's winner to get up or down vote #tcot"
"260","To create jobs, Washington should get out of the way.  Govt spending isn't working.  Watch my speech: http://bit.ly/9JX6SL"
"261","If spending were the answer, we�d be on easy street: http://bit.ly/4uKY4G"
"262","ICYMI: Out of control spending to catch up with America http://bit.ly/6A06Bt"
"263","How Would Most Americans Solve the Unemployment Problem? More Tax Cuts, Not Government Spending http://bit.ly/44XJTF"
"264","RT @RNC #12truths Question via email: What will happen to younger generations when they have to pay for all of this new spending?"
"265","@cynthialummis �It�s the Spending, Stupid� @Politico http://bit.ly/2FUetH"
"266","RT @RepPaulRyan: Too much spending &amp; too few jobs.  For more on today's Treasury report on Washington's fiscal failures: http://on.fb.me ..."
"267","http://news.yahoo.com/s/ap/20100120/ap_on_bi_ge/us_congress_debt_limit_11  Dems raising the debt ceiling. How about cutting spending...."
"268","Promise: wants smaller government Reality: Dems passed single largest spending bill in the history of the United States"
"269","House Dems tonight are slamming through Dream Act &amp; trillion $ spending bill"
"270","At Oversight hearing regarding stimulus spending. Diving into recovery.gov and """"created or saved"""" claims"
"271","http://www.foxnews.com/politics/2010/05/26/despite-soaring-national-debt-congress-goes-spending-spree/ Big spending....it has to change"
"272","Spending after stimulus: $238,000 for City of Detroit """"for daily physical education activities"""""
"273","http://finance.yahoo.com/news/Federal-budget-gap-tops-1-apf-3046787518.html?x=0&amp;.v=13  Spending is totally out of control. Scary numbers"
"274","http://online.wsj.com/article/SB10001424052970204518504574416631441797424.html   The spending rolls on...."
"275","Spending after stimulus: Includes $15,000,000 for the """"International Fund of Ireland""""....seriously, that is in there. Wish it was a joke."
"276","Spending my 11th night in a row on the cot.  I am so ready to be home."
"277","There are NO cuts to spending in this deal.  None.  We have to cut spending.  Without it, deal only adds to the problem."
"278","http://alturl.com/w9bbe  Census went way out of their way today to claim """"saving $"""". My release from August. Record spending $"
"279","Always happy to vote NO on more govt spending!"
"280","Please look at the list of spending and unrelated items"
"281","http://www.deseretnews.com/article/700010232/Government-spending-must-decrease-Chaffetz-says.html  Story about my talk at UVU yesterday."
"282","http://online.wsj.com/article/SB20001424052748704240504574586351637609092.html  Wall Street Journal on Dems spending"
"283","And I forgot to mention the Omnibus is a 13% increase in spending and has more than 5,000 earmarks!!"
"284","Dems preparing a massive omnibus spending bill. Could be as much as $500 billion"
"285","A spending bill full of earmarks? It�s like November never happened. http://ht.ly/3pgzl"
"286","Earmark moratorium in the next Congress: check. Now on to bigger spending cuts. http://ht.ly/355rT"
"287","At the rate we�re spending, we�ll soon supplant Mars as the Red Planet. http://ht.ly/2N7zb"
"288","Offering 11 amendments to approps bill now to cut earmarks. Unfortunately, spending goes on, and on, and on..."
"289","Told Speaker Pelosi that earmarks need to be kept out of upcoming end-of-year spending bills. http://ht.ly/2OSYI"
"290","Great to see ALL House Republicans reject the porked-up spending bill. Maybe, just maybe, we're remembering who we are..."
"291","Organized a letter to Pres. Obama urging him to veto an end-of-year-spending bill if it�s loaded with earmarks. http://ht.ly/3noY5"
"292","11 hours to review a 1000+ page spending bill that spends nearly a trillian dollars?

This is not Congress' finest hour.  #pork"
"293","I'll be on the House floor tonight challenging pork projects in the transportation spending bill."
"294","You don�t rein in spending by raising the nation�s debt limit. http://ow.ly/13YDE"
"295","I hope Pres. Obama is successful with a spending freeze, but I don�t expect Dems in Congress to go along with it. http://ow.ly/118UH"
"296","With all Reps against the spending bill, there's progress on the pork front. Change our ways and the Dems will have to follow. #pork"
"297","House about to pass a massive omnibus spending bill that�s loaded with 5,224 earmarks worth over $3.8 billion."
"298","The national debt hit $13 trillion. The only way we�re going to cut it down is by reducing spending. http://ht.ly/1QOLc"
"299","The latest omnibus spending bill has over 5,000 earmarks: http://bit.ly/7JHhSl"
"300","Spoke about runaway federal spending on Fox Business last night. Check out the video here: http://bit.ly/DWLaU"
"301","Omnibus spending bill we will vote on tomorrow has nearly 9,000 earmarks.  That has to be a record. #pork"
"302","The latest House spending bill is $1.1 trillion, a 12 percent increase � it passed yesterday without my support http://bit.ly/4ZdnFM"
"303","In close vote House passes """"son of stimulus"""" - another $150 billion in spending - without my support http://bit.ly/5L9hzR"
"304","Results of surveys from yesterday�s townhalls by telephone: Economy, Health Care, and Spending as top national... http://bit.ly/9yxj0t"
"305","the House is starting voting on an unprecedented 26 spending votes in a row"
"306","Without setting priorities for the next year in a budget plan � and while increasing spending over last year �... http://fb.me/AJzCKXpG"
"307","Concerns over U.S. spending and potential inflation cause dollar to lose ground to euro and yen in world currency... http://bit.ly/4XggQ"
"308","Confused about all the government spending?  How and where your taxpayer money is being spent: http://tinyurl.com/cbdcqk #tcot #cantor"
"309","Returning to D.C. Anticipate intense debate on latest spending spree #tcot"
"310","Statement on the stimulus spending package: http://tinyurl.com/dgw7fp"
"311","Our government needs to reduce spending. You can now
vote on what spending should be cut. Cast your vote here... http://bit.ly/cxCAlk"
"312","RT @GOPWhip: Just reached 1,000,000 #YouCut votes to cut wasteful spending in Washington http://j.mp/avqqKx"
"313","This morning, I had the privilege of spending time with Kansas veterans as they visited the nation's capital... http://fb.me/D1Dd7D04"
"314","The national debt commission should focus on reducing government spending, instead of raising taxes.... http://bit.ly/9oq4Bm"
"315","I'm pleased Senate Republicans passed an #earmark moratorium. See the other steps we're taking to reduce debt &amp; spending http://goo.gl/tY61H"
"316","Current Healthcare Reform Bill Would Increase Federal Spending http://bit.ly/bQKl45"
"317","@GOPwhip has introduced YouCut - letting YOU vote on the spending cuts you think we should make. Will YouCut?  http://ow.ly/1KiZd #tcot #gop"
"318","Government #spending rolled in for the year at $3.45 Trillion, second only to 2009's $3.52 Trillion.  WSJ: http://bit.ly/dkvQxa #tcot"
"319","RT@WMRepublicans Obama Administration Report Confirms Democrat Health Law Increases Health Care Spending http://bit.ly/aTD2tN"
"320","RT @gopconference WSJ: Pence and Hensarling Say It's """"Time for A Spending Cap With Teeth"""" http://bit.ly/bl5jxl"
"321","The spending cut I offered with @RepTomPrice is the winning YouCut proposal - thanks for voting! http://tinyurl.com/23st9bm #tcot #gop"
"322","#Debt Has Increased $5 Trillion Since Speaker Pelosi Vowed, 'No New #Deficit Spending'  http://bit.ly/aq1wxe #tcot"
"323","$162 Million is missing from Recovery.Gov�s #stimulus spending report.  What about the #transparency pledge?  http://usat.ly/99UaGt  #tcot"
"324","Great media call today - I am pleased to be Chairman of the Budget and Spending Task Force for the Republican Study Committee (RSC)"
"325","getting ready to go on fox news channel at 1 to discuss govt spending"
"326","@reppaulryan: Cut/cap spending, reform F&amp;F, freeze gov't pay - to cast your vote to cut spending now @usaspeakingout: http://bit.ly/9lyemi"
"327","Hopefully Rules Cmte Dems will accept my amendment to stop the out-of-control spending and start getting America's finances back on track"
"328","Congrats to our new team! RT @GOPLeader New GOP Leadership Team Will Focus on Creating Jobs, Cutting Spending &amp; Reforming Congress..."
"329","Standing with my RSC Colleagues against a Trillion Dollar Spending Spree: http://tinyurl.com/cbl4mu #rsc #tcot"
"330","My colleagues had it right today on the floor- congress is spending too much money! I'll be on Fox Business today at noon."
"331","RT @darrellissa: Congrats to three new Team Oversight Chairmen &amp; Spending Watchdogs: @Jim_Jordan, @jasoninthehouse and @PatrickMcHenry #FF"
"332","The @NTU annual Bill Tally Report shows my legislation would do more to cut spending &amp; restore fiscal discipline than any other Member."
"333","RT @RepublicanStudy: Price &amp; Jordan: Can We Balance The U.S. Budget? Yes, But Only If We Cut Spending http://bit.ly/d7JvLH @reptomprice..."
"334","today's Fox Business interview on endless gov't spending, if you missed it.. http://ow.ly/1K8eB #tcot #gop"
"335","Back to ohio after a long week in DC- will be spending time with my family and traveling around the 4th district"
"336","My amendment to cut spending will be on the house floor shortly - congress needs to stop the spending spree!"
"337","spending some time with my family in dc, headed back to the capitol later this afternoon"
"338","**update: my amendment to reduce appropriations spending will be voted on next.Will congress vote to return our budget to FY2008- 1 yr ago?"
"339","Continuing the fight against reckless spending - check out my new youtube videos: http://www.youtube.com/user/RepJimJordan"
"340","i'll be on http://www.dennismillerradio.com @ noon today, talking to Dennis about Washington's spending problem #tcot #techGOP #rebuild #rsc"
"341","Spending the evening in Urbana, flying back to DC in the morning."
"342","Great response to #YouCut. Still 24 hours left to vote on this week's ideas and help bring spending under control http://bit.ly/c8mGhK"
"343","details about stimulus spending hard to find http://tinyurl.com/pojdng"
"344","House GOP took first step in ending the spending spree culture in Washington http://bit.ly/cea8L4 #tcot"
"345","Spoke to Downingtown/Coatesville Lions/Rotary mtg about DC legislative happenings. Biggest concern on their minds? Govt overspending!"
