"","x"
"1241","This week's Randy's Roundup is out. Read my Christmas message and more about the tax extension deal: http://tinyurl.com/29enyqs"
"1242","RT @Senate_GOPs: 31 jittery Democrats call for tax cuts for all  http://bit.ly/bWs41a  #notaxhike"
"1243","In an Agriculture Subcommittee hearing this morning. Waiting to see if the Senate sends over a tax package today."
"1244","Just finished votes in the House for the week. Still no word on if expiring tax relief will be extended to all taxpayers."
"1245","Tune in to @FoxBusiness at 5pm. I will be talking about today's vote in the House on taxes. http://yfrog.com/f5eqlj"
"1246","Heading down to the House Floor this morning to speak about the tax breaks that expire in just 31 days. Tune in on @CSPAN."
"1247","Thanks for all of the responses. I think extending the tax breaks is the #1 Lame Duck priority."
"1248","RT @WMRepublicans Pres breaks pledge raises taxes on Americans earning less than $200k over 560 B times in #hcr bill http://bit.ly/dmjdnB"
"1249","RT @OlsonPressShop: Economic recovery is stronger if no one faces a tax hike in January.... http://fb.me/A6keWojI"
"1250","Just sent a letter send to FHFA Director DeMarco. Taxpayers footing the bill for Fannie/Freddie legal fees: http://bit.ly/eFajCr"
"1251","Getting ready to vote to cut taxpayer funding of NPR #YouCut"
"1252","A moratorium on earmarks is a step in the right direction when it comes to reforming the way Congress spends the taxpayers� money. #GOP"
"1253","Earmarks: We need a more transparent process that ensures requests meet the fiscal accountability test American taxpayers expect/deserve"
"1254","New Report Highlighting Hundreds of Billions in Potential Taxpayer Savings http://bit.ly/cVooK6 #tcot #GOP"
"1255","Still no tax relief for the American ppl. More uncertainty for small businesses: http://bit.ly/auJMdX"
"1256","Dems left town until November w/o taking a vote on the looming tax hikes.  On Jan 1st taxes will increase by $3.9 trillion."
"1257","100 Days Until Taxes Increase by $3.9 billion: New Video With @taxplaya from @taxreformer http://youtu.be/-j8iKkQSaFo #tcot"
"1258","RT @RepTomPrice: Congress should act to save every family/small business from the pain of job-killing tax increases. http://bit.ly/aCSz4B"
"1259","Just posted a new episode of The Empowerment Project w/ Scott Hodge of the @TaxFoundation http://youtu.be/QjpIeWG0WH8 #tcot"
"1260","Americans for Tax Reform endorsed my bill H.R. 4746 The Taxpayer Certainty Act:  http://bit.ly/c2mdEt @taxreformer @GroverNorquist #tcot"
"1261","Speaker Pelosi, Let's Give Taxpayers Relief and Certainty NOW http://bit.ly/ah1jOl  #tcot #GOP"
"1262","RT @WMRepublicans IRS sent 4M+ letters on #hcr tax credit
many employers cant get. Tanning salons too? http://bit.ly/bzse6p"
"1263","RT @taxreformer Blog: Financial Reform Is Not Over � Conferees Have 12 Major Differences to Iron Out http://bit.ly/9ld4GI #TCOT"
"1264","Just spoke against another TARP plan where your hard earned tax dollars are going to be used to buy stock in banks. #handsoff #fb #tcot"
"1265","Special Tax Day Edition of Randy's Roundup: http://tinyurl.com/y493kcu"
"1266","Fed. gov't spends too much, borrows too much and taxes too much. Tax Day is a reminder of that. http://www.youtube.com/watch?v=Fw53nD-CwfU"
"1267","""""Happy"""" Tax Freedom Day to all American taxpayers. After 99 days in 2010 we've made enough $$ to pay our nation's taxes http://bit.ly/ckXW4E"
"1268","In this week's Randy's Roundup: District Events, Tax Freedom Day, Service Academy Forums http://tinyurl.com/ygb4h33"
"1269","Happy Tax Freedom Day to Texans. Today Texans have earned enough $ to pay this year's taxes at the fed, state &amp;local levels=27% of income"
"1270","@lubbockonline Return census forms today to save tax dollars, avoid visit #2010Census http://amplify.com/u/3xuf"
"1271","$436,000,000,000 in tax credits payable directly to insurance companies in Senate hcr bill from CBO score Sec1412(c) H.R. 3590 (page 291)"
"1272","http://twitpic.com/17x59e - Honored to receive 2009 Taxpayers' Friend Award. We must continue to fight 4 tax relief 4 families and small biz"
"1273","Democrat's Budget: Raises taxes by $2 trillion, doubles the debt in 5 years, and triples it in 10 years."
"1274","with tax penalties administered through the IRS, under penalty of jail time for those who don't comply--not a tax increase on the mid.class?"
"1275","Let the Death Tax Rest in Peace http://amplify.com/u/12wv"
"1276","Taxpayers Should Not Be Funding Embryonic Stem Cell Research http://randyneugebauer.blogspot.com/?spref=tw"
"1277","List of Taxes Proposed to Pay for Health Care Reform http://amplify.com/u/11ym"
"1278","I'm going to ask Geithner how we can keep from using taxpayers money to bailout companies that made bad decisions."
"1279","is heading to the House floor to demand Congress stop wasting taxpayer $$. If the taxpayers are tightening their belts, so should Congress."
"1280","Watch out taxpayers going to be asked to bailout california"
"1281","RT @gopconference: Pence Demands Vote on Tax Relief Before Adjournment http://bit.ly/aHuozQ"
"1282","RT @RepTomPrice: 47 days until the Democrats� 2011 tax increases hit American families and small businesses."
"1283","RT @ConfPolicy: House will vote on 13 bills Tues. Spoiler Alert: None protect U.S. taxpayers and business from Dems' Jan 1 tax hike. htt ..."
"1284","RT @ConfPolicy: House will vote to extend only some rates, meaning tax increase on small biz and job creators. No amendments allowed. ht ..."
"1285","RT @PeteSessions: Tax increase vote is political game that Americans have already rejected: http://tiny.cc/7bgxb #GOP #TCOT"
"1286","RT @RepKevinBrady: Stop the January 1st Tax Hike: 
http://video.foxbusiness.com/v/4342975/gop-members-fighting-the-tax-hikes"
"1287","RT @RepublicanStudy: @RepPhilGingrey unveils this week's #YouCut item: Taxpayer Subsidized Union Activities http://bit.ly/aMWivW"
"1288","@MattRM24 I don't support the 1% transaction tax. It's not the solution we need right now."
"1289","@WMRepublicans #taxes #gop #hc PELOSI: Buy a $15,000 Policy or Go to Jail http://bit.ly/3VcHAi"
"1290","RT @RepMikePence @washingtonpost - CBO Chief: Cap and Tax would sloweconomy: http://bit.ly/3pOOJN #tcot #AESG #capandtax"
"1291","RT @NatResourcesGOP Mr. Obama, it�s time to close the book on fairytales &amp; face reality. Abandon the National Energy Tax. http://is.gd/5sER2"
"1292","RT @boblatta @WhiteHouse reflects on """"stimulus"""" pkg, admits Republican tax cuts should have been included http://ow.ly/2SRqK #tcot #fb #jobs"
"1293","Got enthusiastic response today from large group of conservative activists at Americans for Tax Reform on my remarks on over-regulation"
"1294","In 43 days, all Americans will see their taxes go up.  Will Obama, Pelosi, and Reid join me to stop it?   More info- http://ht.ly/3ctds"
"1295","Reports on a compromise that would extend the tax relief provisions and jobless benefits  - http://ht.ly/3kwUF"
"1296","STEARNS SUPPORTS BILL EXTENDING TAX RELIEF PROVISIONS FOR TWO YEARS TO PROMOTE ECONOMIC GROWTH - http://ht.ly/3qCvM"
"1297","World�s largest bond fund raised growth forecast for U.S. economy with enactment of tax relief extension - http://ht.ly/3rVoM"
"1298","First Coast News in Jacksonville interviews Stearns on the expiring tax relief provisions, 9-30-10.  -- http://ht.ly/2NcWv"
"1299","STEARNS NAMED �TAXPAYER HERO� BY THE COUNCIL FOR CITIZENS AGAINST GOVERNMENT WASTE - http://bit.ly/MlKDh"
"1300","OPPOSE THE VAT// RT @GOPLeader President Obama �suggests value-added tax may be an option� @AP reports http://bit.ly/9qY2EX"
"1301","Dems� health care bill has 12 diff taxes that break Obama�s pledge not to raise taxes on families making less than $250k/yr. Plz RT"
"1302","RT @GOPLeader: Seven Things Every American Should Know About the Value-Added Tax (VAT) http://ow.ly/1CeCV"
"1303","If you believe in less taxing, less spending, less govt &amp; more freedom, plz RT! #goptech"
"1304","RT @RepDaveCamp: CBO: Health care mandate tax to average $666 per person for those making under 500% of poverty level (~$72,850/couple)  ..."
"1305","D's bill includes $569.2 bil in job-killing tax hikes during recession: http://bit.ly/bOtfdx Plz RT"
"1306","it's Tax Freedom Day today, a reminder that our tax system &amp; govt spending are out of control. http://bit.ly/bGY7oK"
"1307","D's health care plan contains $52 bil in new taxes on employers! Plz RT"
"1308","RT @WMRepublicans Dems """"small biz tax credit"""" nearly impossible to navigate, offers little help &amp; encourages wage... http://bit.ly/ad9soH"
"1309","@realwashington I support health savings accts, tort reform, tax incentives, buying insurance across state lines, assoc health plans..."
"1310","I'm proud to announce that I am a member of the Anti-VAT Caucus #taxday #gop #tcot"
"1311","We need to prevent a VAT tax from being implemented in the US! Today's WSJ editorial says it all: http://bit.ly/cVJfhr"
"1312","@AP story: Caterpillar says new health care law will create a $100 million drag on its 1st-quarter earnings because of tax law changes"
"1313","Americans can now deduct Haiti charitable contributions from 2009 tax return, made bwt 1/11 &amp; 3/1/10 - more info at http://www.irs.gov"
"1314","RT @thenewspress: From the news desk: House passes bill allowing '09 tax break for Haiti donations http://bit.ly/6CzQxd"
"1315","Dems push taxes on banks (aka the American people) &amp; yet exempt labor unions from surtax on generous health plans...talk abt double standard"
"1316","Senate Dems' health care plan is 2,700 pgs, costs nearly $2.5 trillion and includes $518 billion in new taxes; vote is 8am on 12/24"
"1317","House just passed sham bill that raises taxes...during a recession! Less taxing, less spending, less govt, more freedom = econ recovery #gop"
"1318","House just passed sham death tax bill that will continue to hurt small biz. Why are we stifling economic growth + job creation? Repeal it!"
"1319","what's in PelosiCare? Pg1174, Sect1802b: provisions titled """"taxes on certain insurance policies"""" to fund comparative effectiveness research"
"1320","what's in PelosiCare? Pg313, Sect512: imposes 8% tax on biz that don't offer govt-approved health insur to employees even if can't afford to"
"1321","what's in PelosiCare? Pg 297, Sect 501: imposes 2.5% tax on individuals who don't purchase govt-approved health insurance"
"1322","Fact #9 about Dem health plans: we could lose as many as 4.7 million jobs b/c of tax burden on small biz and families"
"1323","Fact #8 about Dem health plans: mandates employers offer health insur to employees or face 8% payroll tax - even if can't afford it"
"1324","Fact #7 about Dem health plans: requires individuals to enroll in govt-approved health plan or face 2.5% tax penalty"
"1325","Fact #6 about Dem health plans: prohibits medical advancement through $2.3 bil in annual taxes on pharmaceutical companies"
"1326","Fact #3 about Dems health plans: imposes over $818 billion in new taxes on Americans"
"1327","Do you support extending the Bush Tax Cuts for all Americans?  - Please visit my website and vote in my poll! http://fb.me/CqWIRPWn"
"1328","The Democrats� health care bill has 12 different taxes that break Obama�s pledge to not raise taxes on families making less than $250k a yr"
"1329","Do you support extending the Bush Tax Cuts for all Americans? - Please visit my website and vote in my poll! http://fb.me/MBlVmDRi"
"1330","#hcr bill requires payment of a 2.3% tax by users of  �medical devices� - includes toothbrushes, tampons, Band-Aids and Q-tips (p.99)"
"1331","The health care takeover contains $52 billion in new taxes on employers who already cannot afford to pay their employees health care"
"1332","Introduced Tax Cut Job Creation Act of 2010 (H.R. 4878) this morning, businesses need LESS taxes not MORE http://tinyurl.com/yd39trp #alaska"
"1333","#irefuseto allow the EPA to cap our economy and tax away our freedoms! http://tinyurl.com/ylalspj"
"1334","Rep. Young Introduces Tax Credit Legislation 4 Vocational Training http://www.donyoung.house.gov/News/DocumentSingle.aspx?DocumentID=160630"
"1335","Commends Participants Of Taxpayer March; Cosponsors Resolution http://bit.ly/MUfZA"
"1336","That didn�t take long: my blog post on $20 billion device tax already threatening U.S. jobs -  http://bit.ly/dxqGRm"
"1337","Most economists agree: Keep tax rates where they are http://ow.ly/2GTX3"
"1338","RT @WMRepublicans Rep. Camp backs Boehner�s call for less spending, prevention of tax hikes http://bit.ly/9OvGWS"
"1339","RT @GOPLeader: Minnesotans voice concern over ObamaCare�s $20 billion job-killing tax on medical devices http://bit.ly/b61ipO #hcr"
"1340","Great small business roundtable discussion in Rogers, talked taxes, govt spending and how uncertainty is affecting their decisions."
"1341","Let's not stifle job growth and medical innovation through a misguided tax increase! http://bit.ly/3H1sM"
"1342","Tax Day: A Gloomy Reminder http://bit.ly/5b6T4i"
"1343","50% of small biz income in US will face higher taxes if action isnt taken before tax hikes take effect in 2011 http://bit.ly/btpZwG #jobs"
"1344","House passed my bill last night: We need to know how your tax dollars impact small business! http://bit.ly/XTHjG"
"1345","http://bit.ly/1W5aZt I introduced this today to save taxpayers dollars. The government is not doing what it promised with nuclear waste!"
"1346","Tax plan worries small business owners http://tinyurl.com/cl6hjf"
"1347","About to testify in Rules Committee on cspan2 for my amdt to eliminate the new $20 billion medical device tax in health care bill"
"1348","A bipartisan message for the Speaker - minimize the negative impact of the med device tax; http://bit.ly/88jnm4"
"1349","The House Passed My Bill I Co-Sponsored to Increase Oversight of Taxpayer Dollars http://hellotxt.com/l/kunW"
"1350","American people &amp; small business have been spking loud &amp; clear. Stop the gimmicks &amp; political posturing-don't raise taxes that kill jobs!"
"1351","RT @GOPLeader A �yes� vote on the rule for the Democrats� tax bill before the House this morning is a vote to raise taxes and kill jobs."
"1352","Glad we have tax agreement with Panama - hopefully this means we will quickly approve the agreement in the 112th Congress:..."
"1353","Back in DC for the first day of Lame Duck Session. I�m hoping we�ll focus on jobs, less spending and lower taxes. #GOP"
"1354","RT @GOPWhip: It�s time to stop the boom in spending, increased taxes &amp; burdensome regulations and make government more efficient #tcot"
"1355","RT @WMRepublicans The Targets of Washington Democrats� Tax Hike � Small Businesses http://bit.ly/ccFOuv"
"1356","Great hearing yesterday on medical device tax. Bad for patients, jobs, &amp; innovation! Read more here http://bit.ly/2HdQux #tcot #healthcare"
"1357","My take on the medical device tax in the Pioneer Press today - Bottom line, it will kill jobs.  http://bit.ly/26glWS"
"1358","I'm holding a field hearing on the proposed medical device tax on Monday - we need to examine the impact on Minnesota - http://bit.ly/44UwwZ"
"1359","Sent Bipartisan Letter Opposing Med Tech Tax to Chairman Baucus.  Let's not hurt MN jobs and innovation.   http://bit.ly/CQqEm"
"1360","House passed my bill night:  We need to know how your tax dollars impact small business!  http://bit.ly/XTHjG"
"1361","http://bit.ly/fuaFR My latest blog post: Real Fiscal Discipline, Not Higher Taxes and More Spending"
"1362","KSTP: Hidden tax fee costing Minnesotans $13M annually - I'm watching out for you MN taxpayers!  http://bit.ly/tZ3aI"
"1363","Paulsen Blog:  TARP Inspector General Report: American taxpayer is """"increasingly exposed to losses and fraud""""  http://bit.ly/N1h1L"
"1364","Rep. Fleming Urges Colleagues to Extend Tax Cuts Permanently - http://www.youtube.com/watch?v=Z9kOLdo2Uuc"
"1365","The bill includes $569.2 billion in job-killing tax hikes during the worst recession in a generation http://bit.ly/bOtfdx"
"1366","Democrats� health care bill has 12 different taxes that break Obama�s pledge to not raise taxes on families making less than $250k a year"
"1367","Fleming Votes 'No' on Obama Tax Compromise  - http://fleming.house.gov/News/DocumentSingle.aspx?DocumentID=217804"
"1368","Rep. Fleming Discusses the Importance of Extending the Bush Tax Cuts with Neil Cavuto - http://tinyurl.com/3ym27bx"
"1369","Rep. Fleming Discusses Tax Legislation Negotiations -- http://www.youtube.com/watch?v=4dfFpSeEApE"
"1370","Rep. Fleming Urges Colleagues to Cut Spending and Extend Tax Cuts: http://www.youtube.com/watch?v=wKS7vGDC30o"
"1371","Thank to the NTLC for naming me a 'Tax Fighter' - http://fleming.house.gov/News/DocumentSingle.aspx?DocumentID=208230"
"1372","see first-hand how your taxes will automatically increase over the next few years if Congress does nothing -- http://tinyurl.com/y68effk"
"1373","We Must Stop this National Energy Tax -- http://tinyurl.com/yg4vubx"
"1374","RT @RepTomPrice: ObamaCare has $52 billion in new taxes on employers who already can't afford health care coverage for their employers."
"1375","RT @USASpeakingOut: Americans asking, Where are the Jobs? @GOPLeader offers 2-point plan: cut spending, freeze taxes: http://bit.ly/cN84ut"
"1376","Change to come in new Congress � No cap-and-tax, no job-killing regulations, and no 1,000-page bills http://tinyurl.com/2g97xo3"
"1377","As Chair, Upton will put protecting life/preventing taxpayers from paying for abortion as top priority @SueMyrick http://tinyurl.com/329ylz7"
"1378","As Chair, Upton will put protecting life/preventing taxpayers from paying for abortion as top priority @SueMyrick http://tinyurl.com/329ylz7"
"1379","Expiring tax cuts hit taxpayers at every level http://bit.ly/bj6qKO"
"1380","On C-Span @ 7 pm this evening to speak on behalf of Michigan's small business community and fight the harmful tax provision in the hc bill"
"1381","Joining @kazoochamber and Lake Michigan Mailers to highlight the harmful tax provision tucked into the hc law that threatens small business"
"1382","MI families can't afford Euro-style VAT http://www.wsjm.com/Upton-Opposing-Value-Added-Tax/7330517"
"1383","RT @GOPLeader: Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"1384","RT @GOPLeader: GOP not backing down from �vows to slash spending�immediately� &amp; extend all current tax rates, @nytimes reports http://ny ..."
"1385","RT @sanuzis: Allowing any of the Bush tax cuts to expire would be a foolish

http://ping.fm/FbLwS"
"1386","RT @ballotbook: Fred Upton - Extending Tax Cuts will Help Jumpstart Our Economy #ballotbook #politics #senate #congress http://t.co/dy2GOZB"
"1387","RT @GOPLeader: Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"1388","Dems vote to raise taxes on half of all small business income. Not a solution for economic recovery &amp; job creation. http://tiny.cc/8wkff"
"1389","I just voted to prevent taxpayer dollars from being spent on useless stimulus signs.  Some stimulus signs cost as much as $10,000 each!"
"1390","RT @gopconference: Just Around the Corner: The Largest Tax Hikes in History  http://bit.ly/c8ME8X @RepGaryMiller"
"1391","Bill includes $569.2 billion in job-killing tax hikes during worst recession in a generation  http://bit.ly/bOtfdx #hcr"
"1392","With @johnboehner in Capitol today giving update on transition work to make Congress more transparent to taxpayers http://twitpic.com/35mred"
"1393","House adjourned. No budget.  First time since '74.  No tax certainty.  How can families and small biz plan?!  More uncertainty, less jobs"
"1394","Cap and tax bill creates new """"energy stamp"""" program that's 16x the current welfare program!! Who's paying for all this?!"
"1395","Video of me delivering the Weekly Republican Address is up! Let's get taxes and spending under control. Watch here: http://bit.ly/9Zjg8r"
"1396","Stupak/Pitts amendment passes 240-194 with 1 present.  Bans taxpayer funded abortions in health plans.  #hcr"
"1397","10 new tax increases on small biz, families and more total $730 billion to pay for gov�t-run insurance - http://tinyurl.com/ybdybp6"
"1398","Democrats just defeated by one vote amendment to require proof of citizenship to get taxpayer paid health benefits.  #tcot #healthbill"
"1399","Starting interview with Bill Meyer on KMED on cap amd tax...then on to LaGrande community meeting."
"1400","Finished Madras mtgs, heading in to KOHD for TV interview on cap and tax.  85 and sunny in Bend."
"1401","Cap and tax passes 219- 212"
"1402","just finished speaking on the House Floor against Natl. Energy Tax - check it out here http://bit.ly/CpJVa
 #TCOT #GOP"
"1403","National Black Chamber of Commerce found that a new national energy tax will cost 2.3 to 2.7 million jobs each year. #capandtrade"
"1404","Heading to the House Floor to speak against #capandtrade #energy tax bill.  A real job killer and cost raiser."
"1405","Lvg PDX for DC.  12OO+ page cap and trade/tax global warming bill unveiled last night, vote scheduled for Fri.  Biomass/hydro not fixed."
"1406","People in Rufus very concerned about deficits, gov't takeover of health care, state tax/economy.  On to Arlington."
"1407","@wabin i support reform that taxpayers can afford.  Gov't takeover is not the right answer."
"1408","RT @GOPWhip: 85 days until the #Obama tax hikes http://j.mp/cJX8T0 #tcot #tlot #ocra #sgp #gop #p2 #DemTaxHike"
"1409","RT @CNNMoney Economists polled by @CNN Don't raise taxes on anyone http://bit.ly/a7TU4J"
"1410","RT @GOPLeader Most Economists favor stopping the Democrats� tax hikes http://bit.ly/ci83cd (via @WSJ_Econ)"
"1411","RT @USASpeakingOut Americans asking, Where are the Jobs? @GOPLeader offers 2-point plan: cut spending, freeze taxes: http://bit.ly/cN84ut"
"1412","RT @gopconference: New GOP Video: """"Your Taxes, Their Spending."""" http://bit.ly/ajxPIk"
"1413","Dem Leaders Should Stop Wasting Time on Tax Hike Votes http://bit.ly/dUVCtn @GOPLeader - Unemployment Rate hits 9.8%"
"1414","RT @RepTomPrice Common sense plan from @GOPLeader @RepublicanStudy: Immediately reduce spending, prevent '11 tax hikes http://bit.ly/9CLyN7"
"1415","Out of control spending is an insult to every hard-working taxpayer. The #earmark ban is a good step. http://tinyurl.com/yaf6oxr #tcot #gop"
"1416","RT @RasmussenPoll 68% Favor Smaller Govt, Lower Taxes http://tinyurl.com/RR1996 They'll be sad in 2011 when tax hikes average $1,500/family"
"1417","RT @RepMikePence: The bill includes $569.2 billion in job-killing tax hikes during the worst recession in a generation http://bit.ly/bOtfdx"
"1418","RT @boblatta @WhiteHouse reflects on """"stimulus"""" pkg, admits Republican tax cuts should have been included http://ow.ly/2SRqK #tcot #fb #jobs"
"1419","I was presented with the Tax Fighter Award from the National Tax Limitation Committee today http://bit.ly/cS8U6c"
"1420","RT @GOPLeader A �yes� vote on the rule for the Democrats� tax bill before the House this morning is a vote to raise taxes and kill jobs."
"1421","Boehner Presses Pelosi For Open Debate on Stopping Looming Tax Hikes @GOPLeader http://t.co/I2EddoG"
"1422","#CAPANDTAX#GOP #TCOT #FLCOT - Heading down to the floor to vote NO on Cap and Tax!"
"1423","The last thing we need coming out of Copenhagen is an energy tax: @WSJ - http://tiny.cc/bZV1c #GOP #Sayfie #TCOT #capntax #FLTCOT"
"1424","RT @GOPLeader: Congress bolting town �without finishing its most basic job� of passing budget &amp; extending all tax cuts @AP reports http: ..."
"1425","The unemployment rate jumped to 9.8% last month. Current tax and spend policies clearly aren't working. That's all going to change in Jan."
"1426","RT @PeterRoskam: Very sad to see longstanding Hyde Amendment protections against taxpayer funding of abortions tossed aside. #hcr"
"1427","Rt @RepublicanStudy Rep. Bill Cassidy Op-Ed in .@Politico: Reject a Tax Hike for Small Business .@drcassidy http://politi.co/duzPRQ"
"1428","My #TaxDay Op/Ed in the Tampa Tribune: Have Problem? There is a TAX for that! http://tinyurl.com/y4ybvm9 #gop #tcot #sayfie"
"1429","RT @GOPWhip We hope Dems will listen 2 the American people &amp; join House GOP in effort to prevent tax increases for all Americans &amp; cut spdng"
"1430","It's time for Washington cut spending, freeze taxes, and create some jobs."
"1431","Are you on the list of 11,000 Floridians owed tax refunds? http://t.co/Ni4DcF3"
"1432","Democrats are poised to increase taxes $3.9 trillion, affecting every American who pays income taxes."
"1433","RT @RepCharlesDjou: @WSJ op-ed: """"Tax Cuts vs. 'Stimulus': The Evidence Is In"""" - Tax Cuts + Fiscal Discipline works http://amplify.com/u/ajif"
"1434","RT @GOPConference Dems' Final Accomplishments: Spending Preserved at Status Quo, Taxes Set to Increase http://bit.ly/agrEt3 @ConfPolicy #GOP"
"1435","I've signed on to a letter we're sending to Pelosi asking for an up or down vote on extending all tax breaks"
"1436","I was honored with two awards today, for helping small businesses and fighting taxes http://bit.ly/bLNVAd"
"1437","RT @GOPLeader Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"1438","If Obama raises taxes in 2011, the average Florida family will pay $1,500 more in taxes next year. http://bit.ly/aa21lh"
"1439","RT @GOPWhip 116 days until the #DemTaxHike strikes taxpayers &amp; small businesses across America http://j.mp/cJX8T0 #tcot #ocra #sgp #teaparty"
"1440","Bilirakis: Stop Taxpayer Funding of ACORN Click to Watch - http://tiny.cc/jGmwf #sayfie #tcot #fltcot #gop #ACORN"
"1441","Don�t Raise Taxes &amp; Cut Medicare to Pay for Government Run Health Care - http://tiny.cc/TC9lU #sayfie #tcot #fltcot"
"1442","#TCOT #FLCOT #CAPANDTAX Rep. Bilirakis Opposes National Energy Tax: http://tinyurl.com/qt2w9k"
"1443","RT @JohnCornyn: 108 days till largest tax increase in history, unless Congress and POTUS acts"
"1444","RT @WMRepublicans: 111 companies got a special deal from Obama Admin to be exempt from the new taxes, fees &amp; costs from Dems hc law http ..."
"1445","RT @RepMikePence: No American taxpayer should face a tax increase on January 1, and this issue deserves a full and transparent debate  h ..."
"1446","RT @GOPWhip: Yesterday, the House voted on the 11th #YouCut proposal: reduce gov employment to '08 levels, saving taxpayers $35 billion"
"1447","RT @RepMikeCoffman: Raising taxes during a recession. #namesomethingawful #tcot"
"1448","View my comments on CNBC regarding #taxes and #spending http://tinyurl.com/2wbtfs8 #tcot #gop"
"1449","RT @GOPLeader: This Hour: Job-Killing Tax Hike Vote in the House http://bit.ly/eiyElg"
"1450","RT @GOPLeader: Hoyer: �No� to a Budget, �Yes� to Middle Class Tax Hikes  http://bit.ly/aVFJxt"
"1451","My comments from the House Floor... no #taxes on nobody. It's poor grammar, but it's great economics http://tinyurl.com/29yblkj #txgop #tcot"
"1452","WSJ �higher #taxes never resulted in less #spending.� Deficit is the symptom; spending is the disease. http://on.wsj.com/c5IgQS #tcot #txgop"
"1453","WAPO reports Fannie &amp; Freddie could need more from taxpayers http://tiny.cc/0skrm Stop the #bailout &amp; pass my bill http://tiny.cc/bgvd4 #gop"
"1454","RT @RepTomPrice: Check out the dire numbers from the Obama-Pelosi tax hike here. http://bit.ly/cBFmN2 .@Heritage"
"1455","RT @gopconference: RT @GOPLeader Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut sp ..."
"1456","View my Op-Ed on Senate Democrats leaving taxpayers on the hook for Fannie, Freddie http://tiny.cc/oidgc #nobailouts #gop #teaparty"
"1457","President Obama has called small business �backbone of our economy� but tax hikes won�t help job growth http://tiny.cc/erujb #gop #txgop"
"1458","I favorited a YouTube video -- Congressman Hensarling on Kudlow Report discussing taxes http://youtu.be/_L1eMz9TAPw?a"
"1459","View my Op-Ed in Washington Times...Obama's 'no tax hike' pledge on the line http://miniurl.com/38082 #gop #tcot #teaparty #txgop"
"1460","RT @GOPWhip: This week's #YouCut winner: proposal to require the collection of unpaid taxes from federal employees, saving taxpayers up  ..."
"1461","RT @RepTomPrice: This week's YouCut proposal is to terminate taxpayer funding of National Public Radio http://republicanwhip.house.gov/Y ..."
"1462","RT @GOPLeader: Unacceptable: House may adjourn this week without stopping the Obama tax hike or cutting spending http://politi.co/b5p312 ..."
"1463","RT @KenCalvert: It�s time to extend the tax levels that will preserve confidence in the market and put people back to work! http://on.ws ..."
"1464","RT @GOPLeader: Job Killer: Dems� #hcr raise taxes on interest, dividends, annuities, royalties, cap gains &amp; rents http://ow.ly/1oqA9 (vi ..."
"1465","RT @GOPLeader: A �yes� vote on the rule for the Democrats� tax bill before the House this morning is a vote to raise taxes and kill jobs."
"1466","Read letter @JoAnnEmerson and I sent to Sec. Geithner  for info on cost of implementing HCR's new mandates &amp; taxes http://bit.ly/9BjfmI #gop"
"1467","RT @GOPLeader: GOP not backing down from �vows to slash spending�immediately� &amp; extend all current tax rates, @nytimes reports http://ny ..."
"1468","RT @AnderCrenshaw: Just voted for true, non-defense discretionary spending freeze saving taxpayers $31 billion.  Unfortunately, it faile ..."
"1469","RT @RepBillShuster: Tomorrow, the House GOP will bring a YouCut vote to the floor that, if passed, will terminate taxpayer funding for NPR."
"1470","RT @USASpeakingOut Americans asking,Where r Jobs? @GOPLeader offers plan:cut spending,freeze taxes: http://bit.ly/cN84ut #txcot #txpolitics"
"1471","I will be on cnbc tv show """"squawkbox"""" to debate cap &amp; tax climate change bill. The bill will be on the house floor later today"
"1472","I'm going to be discussing the economic pitfalls of Cap and Trade leg on Fox News this morning at 9:12amEastern. Tune in! #ACES #capandtax"
"1473","Dems: We�re not bound by president�s tax vow http://amplify.com/u/75gm"
"1474","Attn @presssec:Republicans are unified-to boost our economy,we need to stop ALL tax hikes &amp; cut spending now. #txcot #txpolitics #dfw #texas"
"1475","The house just passed 219-212 the climate change cap&amp; tax bill. I voted """"no"""" and led the floor fight against this bill."
"1476","Will be on America's Newsroom on Fox News debating carbon tax cap &amp; trade at 9:30 eastern time. Then-will be in hearing with Gore &amp; Gingrich"
"1477","IRS May Withhold Tax Refunds to Enforce Health-Care Law  http://amplify.com/u/4skg"
"1478","ObamaCare Tax Law Is Bad Prescription For Small Business  http://amplify.com/u/5zxe"
"1479","Democrats' Energy Bill Adds Gasoline Tax  http://amplify.com/u/5zxf"
"1480","Tea party day(and tax day). I will b protesting the imposition of carbon tax without any justification. I will b n ft worth &amp; arlington"
"1481","debate on the cap &amp; tax climate change bill is concluding.  The vote is going to b close.  If passed-will be largest tax &amp; job killer ever"
"1482","FACT CHECK: Health care small biz tax cut elusive http://amplify.com/u/67ry"
"1483","Tea party' protesters gather in Washington to rally against taxes, spending http://amplify.com/u/4o2a"
"1484","I will be on fox news at 9:30 am(central) discussing the just passed cap&amp;tax climate bill and EPA's """"carbongate"""" scandal"
